time,I,nv,c1,c2,ar,V_tot,kind,net_type
35,14.88,900,402.0,402.0,579,405,mean,dynamic
35,5.05,900,37.943,37.943,45,44.058,std,dynamic
36,12.53,900,398.5,398.5,579,405,mean,dynamic
36,4.53,900,38.565,38.565,45,44.058,std,dynamic
37,10.53,900,401.438,401.438,579,405,mean,dynamic
37,4.14,900,37.736,37.736,45,44.058,std,dynamic
38,9.19,900,398.094,398.094,579,405,mean,dynamic
38,4.08,900,42.112,42.112,45,44.058,std,dynamic
39,8.06,900,401.562,401.562,579,405,mean,dynamic
39,3.62,900,35.429,35.429,45,44.058,std,dynamic
40,6.94,900,402.594,402.594,579,405,mean,dynamic
40,3.58,900,43.763,43.763,45,44.058,std,dynamic
41,6.22,900,403.031,403.031,579,405,mean,dynamic
41,2.99,900,40.779,40.779,45,44.058,std,dynamic
42,5.38,900,401.125,401.125,579,405,mean,dynamic
42,2.5,900,41.122,41.122,45,44.058,std,dynamic
43,4.69,900,400.188,400.188,579,405,mean,dynamic
43,2.23,900,39.813,39.813,45,44.058,std,dynamic
44,4.19,900,402.219,402.219,579,405,mean,dynamic
44,2.02,900,40.179,40.179,45,44.058,std,dynamic
45,3.28,900,400.906,400.906,579,405,mean,dynamic
45,1.94,900,39.825,39.825,45,44.058,std,dynamic
